,STUDENT_GRADE,4,5,6,7,8,9,10,11,12,13,14,15,num_of_STUDENT_GRADE
18,2013.0,5.606884057971015,3.107487922705314,2.0464975845410627,1.5259661835748792,1.1745169082125604,0.9510869565217391,0.8140096618357487,0.6968599033816425,0.605072463768116,0.5193236714975845,0.4752415458937198,0.4251207729468599,1656
19,2011.0,21.006134969325153,13.208588957055214,9.61963190184049,7.539877300613497,6.104294478527607,5.294478527607362,4.58282208588957,4.079754601226994,3.6319018404907975,3.263803680981595,2.938650306748466,2.773006134969325,163
20,2014.0,6.272893772893773,3.3095238095238093,2.134065934065934,1.5597069597069597,1.2102564102564102,0.9868131868131869,0.8336996336996337,0.7095238095238096,0.6036630036630036,0.5402930402930403,0.4706959706959707,0.42527472527472526,2730
21,2015.0,5.461975386557274,3.0331334805932473,2.053644682865257,1.5667402966235406,1.2533922372988324,1.0539602398232881,0.9116440517513411,0.8002524455664247,0.6999053329125907,0.6260650047333544,0.5629536131271694,0.4992111076049227,3169
22,2010.0,9.533333333333333,6.333333333333333,4.85,3.9166666666666665,3.35,3.066666666666667,2.85,2.6,2.2666666666666666,2.066666666666667,1.9166666666666667,1.7833333333333334,60
23,2012.0,19.186360567184334,11.328156650911547,7.672518568534774,5.6887238352464555,4.480081026333559,3.6806212018906144,3.1384199864956113,2.7197839297771775,2.3349088453747466,2.0715732613099256,1.8663065496286293,1.675219446320054,1481
24,2006.0,1.75,0.25,0.25,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,8
25,2009.0,5.470588235294118,2.911764705882353,1.6470588235294117,0.8529411764705882,0.5588235294117647,0.47058823529411764,0.4411764705882353,0.3235294117647059,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.2647058823529412,34
27,2007.0,8.466666666666667,2.7333333333333334,0.8666666666666667,0.5333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,15
33,2008.0,6.166666666666667,3.6666666666666665,2.466666666666667,1.7,1.2,0.9333333333333333,0.8,0.6,0.4666666666666667,0.3,0.26666666666666666,0.26666666666666666,30
